"survey_id","site_code","country","ecoregion","area","program","latitude","longitude","survey_date","depth","number_individuals","total_biomass","sp_richness","sp_evenness","shannon","size_cwm_total","size_cwm_biomass"
912353139,"PD-S21","Australia","Bassian","Tasmania","ATRC",-43.42,145.97,2019-03-01,10.2,17,5061.7038,13,0.884870333120835,2.50702643555742,22.6470588235294,27.1343685697294
912353140,"PD-S21","Australia","Bassian","Tasmania","ATRC",-43.42,145.97,2019-03-01,10.4,7,654.946,7,1,1.94591014905531,14.6428571428571,16.9530461289938
912353141,"PD-S21","Australia","Bassian","Tasmania","ATRC",-43.42,145.97,2019-03-01,10.3,8,1280.1731,6,0.833333333333333,1.73286795139986,16.875,22.4707205611491
912353142,"PD-S22","Australia","Bassian","Tasmania","ATRC",-43.3,145.9,2019-03-02,5.1,9,9370.451,8,0.929896694047616,2.04319187054512,28.6111111111111,76.1760020942428
912353143,"PD-S22","Australia","Bassian","Tasmania","ATRC",-43.3,145.9,2019-03-02,5.2,4,8361.3191,4,1,1.38629436111989,40.625,82.7014161557355
912353144,"PD-S22","Australia","Bassian","Tasmania","ATRC",-43.3,145.9,2019-03-02,5.4,3,394.9233,3,1,1.09861228866811,17.5,21.9558943470795
912353145,"PD-S22","Australia","Bassian","Tasmania","ATRC",-43.3,145.9,2019-03-02,5.3,3,548.9644,3,1,1.09861228866811,19.1666666666667,21.0310436341592
912353146,"PD-S23","Australia","Bassian","Tasmania","ATRC",-43.3,145.9,2019-03-04,10.2,2,654.7892,2,1,0.693147180559945,22.5,27.4102718859749
912353147,"PD-S23","Australia","Bassian","Tasmania","ATRC",-43.3,145.9,2019-03-04,10.1,4,804.8422,4,1,1.38629436111989,24.375,28.0811651650473
912353148,"PD-S23","Australia","Bassian","Tasmania","ATRC",-43.3,145.9,2019-03-04,10.4,5,1141.9568,5,1,1.6094379124341,19.5,23.0986590298337
912353149,"PD-S23","Australia","Bassian","Tasmania","ATRC",-43.3,145.9,2019-03-04,10.3,18,6162.9558,9,0.730015627785989,2.11001655337546,23.1944444444444,26.2853757202023
912353150,"PD-S24","Australia","Bassian","Tasmania","ATRC",-43.33,145.99,2019-03-05,5.1,15,2133.1041,10,0.816480015859631,2.21106887114461,15.6666666666667,22.0505352973631
912353151,"PD-S24","Australia","Bassian","Tasmania","ATRC",-43.33,145.99,2019-03-05,5.2,1,113.0484,1,NA,0,15,15
912353152,"PD-S24","Australia","Bassian","Tasmania","ATRC",-43.33,145.99,2019-03-05,5.4,5,1679.5646,5,1,1.6094379124341,25,26.1501162265506
912353153,"PD-S24","Australia","Bassian","Tasmania","ATRC",-43.33,145.99,2019-03-05,5.3,24,989.1071,5,0.214474110710179,0.681610269052953,5.10416666666667,26.6831622682721
912353154,"PD-S25","Australia","Bassian","Tasmania","ATRC",-43.29,145.92,2019-03-05,5.1,2,220.9428,2,1,0.693147180559945,16.25,17.7751854778703
912353155,"PD-S25","Australia","Bassian","Tasmania","ATRC",-43.29,145.92,2019-03-05,5.2,2,648.5929,2,1,0.693147180559945,27.5,31.4060221750809
912353156,"PD-S25","Australia","Bassian","Tasmania","ATRC",-43.29,145.92,2019-03-05,5.4,5,1187.2084,3,0.655458753541286,1.05492016798614,26,34.8734712456549
912353157,"PD-S25","Australia","Bassian","Tasmania","ATRC",-43.29,145.92,2019-03-05,5.3,4,982.7694,4,1,1.38629436111989,23.75,27.4247890705592
912353158,"PD-S26","Australia","Bassian","Tasmania","ATRC",-43.3,145.92,2019-03-04,5.3,53,1325.7675,7,0.140042619076828,0.556010078073391,5.18867924528302,31.9217992596741
912353159,"PD-S26","Australia","Bassian","Tasmania","ATRC",-43.3,145.92,2019-03-04,5.4,36,1006.2665,6,0.198318921311293,0.710679610373206,5.97222222222222,31.8751088802022
912353160,"PD-S26","Australia","Bassian","Tasmania","ATRC",-43.3,145.92,2019-03-04,5.1,8,2794.8231,5,0.75,1.55958115625988,25,30.6900449262782
912353161,"PD-S26","Australia","Bassian","Tasmania","ATRC",-43.3,145.92,2019-03-04,5.2,4,1266.6461,4,1,1.38629436111989,27.5,28.0691947024508
912353162,"PS20","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2019-10-19,10,141,65649.38,75,0.833712909330601,4.12584500578577,15.4432624113475,116.490178269772
912353163,"PS7","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2019-10-20,9.5,384,26694.3599,89,0.581213499923249,3.45859378478173,12.3111979166667,26.7903747338029
912353164,"VIC58","Australia","Cape Howe","Victoria","RLS",-37.88,147.91,2019-09-27,6,151,3993.5678,11,0.390891083977429,1.96120995403068,13.476821192053,17.3783692867315
912353165,"GSV137","Australia","South Australian Gulfs","South Australia","RLS",-35.1,138.48,2019-09-13,3.1,1,107.2237,1,NA,0,15,15
912353166,"GSV137","Australia","South Australian Gulfs","South Australia","RLS",-35.1,138.48,2019-09-13,3.2,2,302.7237,2,1,0.693147180559945,17.5,18.2290170871987
912353167,"GSV139","Australia","South Australian Gulfs","South Australia","RLS",-35.1,138.47,2019-09-13,3.1,15,2413.8095,13,0.931744526717383,2.52321095295289,18.6666666666667,23.3273961760445
912353168,"GSV139","Australia","South Australian Gulfs","South Australia","RLS",-35.1,138.47,2019-09-13,3.2,10,1063.1756,8,0.879588001734408,2.02532622077007,15.5,21.4610516832779
912353169,"GSV131","Australia","South Australian Gulfs","South Australia","RLS",-35.14,138.46,2019-09-13,11.1,38,1498.5282,10,0.373931839976725,1.36020928578036,6.44736842105263,19.9324845872103
912353170,"GSV131","Australia","South Australian Gulfs","South Australia","RLS",-35.14,138.46,2019-09-13,11.2,36,8676.1757,18,0.742012094428579,2.65901439294829,21.1805555555556,40.556872194278
912353171,"GSV105","Australia","South Australian Gulfs","South Australia","RLS",-35.05,138.5,2019-09-10,5.1,1,226.6379,1,NA,0,20,20
912353172,"GSV105","Australia","South Australian Gulfs","South Australia","RLS",-35.05,138.5,2019-09-10,5.2,2,358.8924,2,1,0.693147180559945,20,20
912353173,"GSV135","Australia","South Australian Gulfs","South Australia","RLS",-35.15,138.46,2019-09-10,3.1,23,2337.231,12,0.747556934291742,2.34396044354948,14.3478260869565,19.4829050915378
912353174,"GSV135","Australia","South Australian Gulfs","South Australia","RLS",-35.15,138.46,2019-09-10,3.2,15,3577.9589,11,0.85060775250094,2.30348849521927,17.8333333333333,36.3789085168083
912353175,"GSV140","Australia","South Australian Gulfs","South Australia","RLS",-35.07,138.49,2019-09-10,5.1,4,402.2965,4,1,1.38629436111989,15,20.3135641249675
912353176,"GSV140","Australia","South Australian Gulfs","South Australia","RLS",-35.07,138.49,2019-09-10,5.2,6,827.136,6,1,1.79175946922805,16.25,20.0625553113394
912353178,"GSV53","Australia","South Australian Gulfs","South Australia","RLS",-35.21,138.46,2019-09-26,5.2,18,1054.2,10,0.684893287499541,1.97959621536133,14.1666666666667,16.6532787896035
912353179,"GSV136","Australia","South Australian Gulfs","South Australia","RLS",-35.15,138.46,2019-09-26,5.1,190,38838.5936,41,0.584706077628715,3.0679668644564,16.25,42.0058960824472
912353180,"GSV136","Australia","South Australian Gulfs","South Australia","RLS",-35.15,138.46,2019-09-26,5.2,227,27854.0868,46,0.531408189917274,2.88286286918148,11.5748898678414,38.6256295252157
912353181,"GSV138","Australia","South Australian Gulfs","South Australia","RLS",-35.21,138.46,2019-09-26,5.1,90,39812.2761,21,0.46240926882829,2.08075369952389,27.4444444444444,37.645786854422
912353182,"GSV138","Australia","South Australian Gulfs","South Australia","RLS",-35.21,138.46,2019-09-26,5.2,45,5091.123,21,0.682606376625731,2.5984520891792,14.0555555555556,25.3801647004011
912353183,"GSV124","Australia","South Australian Gulfs","South Australia","RLS",-35.14,138.46,2019-09-26,2.1,21,3751.3489,17,0.913268476686875,2.78046636893868,19.1666666666667,22.8586870445455
912353184,"GSV124","Australia","South Australian Gulfs","South Australia","RLS",-35.14,138.46,2019-09-26,2.2,32,5393.994,23,0.860221700146248,2.98130123056427,18.28125,24.1369364704521
912353185,"PS20","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2019-10-19,14,122,11513.3409,62,0.764364422763111,3.67202277279937,11.3729508196721,36.5861236897797
912353186,"PS7","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2019-10-20,5,419,24579.4412,90,0.582513142387184,3.51713916289204,11.5871121718377,18.0215594974551
912353187,"PS13","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.72,152.14,2019-10-26,5,83,4457.0643,55,0.861311364829029,3.80599763486322,10.4819277108434,25.0451491130608
912353188,"PS13","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.72,152.14,2019-10-26,7.5,97,3085.9057,55,0.785129968831768,3.59174268796671,8.19587628865979,16.4362016959883
912353189,"GSV94","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.18,2019-03-23,5.4,48,1762.356,18,0.54450792494782,2.10789962950536,12.5,17.5362815458398
912353190,"GSV94","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.18,2019-03-23,5.3,58,3668.4586,21,0.650923159265091,2.64303639244073,14.2672413793103,17.891926189381
912353191,"GSV95","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.22,2019-03-24,5.1,255,7524.6249,37,0.465279522914753,2.57823645863622,10.3039215686275,17.715824612068
912353192,"GSV95","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.22,2019-03-24,5.2,637,20957.0386,30,0.249908874208994,1.61360403565083,10.7025117739403,28.3883557622497
912353193,"GSV95","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.22,2019-03-24,5.4,748,6526.4116,36,0.319598754544022,2.11491375007655,6.55414438502674,14.3472863020163
912353194,"GSV94","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.18,2019-03-23,5.1,184,11385.4099,25,0.346649524220254,1.80775499921434,14.429347826087,16.7435319346737
912353195,"GSV94","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.18,2019-03-23,5.2,950,63380.291,59,0.249428131544933,1.71019450182629,14.0236842105263,16.600537768121
912353196,"GSV95","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.22,2019-03-24,5.3,193,1586.3091,16,0.309426415185908,1.62841535938689,4.49481865284974,24.7309034853296
912353197,"VIC58","Australia","Cape Howe","Victoria","RLS",-37.88,147.91,2019-11-11,6,164,1933.806,16,0.433602371536028,2.21131417762155,8.75,11.8673936268685
912353198,"PS17","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.15,2019-11-17,4.5,129,7739.9067,20,0.38698831117723,1.88069059500208,13.1589147286822,14.5370661250994
912353206,"PS17","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.15,2019-11-17,5,378,19582.6297,92,0.598486488744627,3.55195398820723,11.1309523809524,19.1048013459602
912353207,"PS20","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2019-10-19,5,451,11922.9868,48,0.288138542292531,1.76094929047271,6.05875831485588,17.4610055762202
912353208,"PS7","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2020-02-01,8,341,18715.6836,103,0.632696079138974,3.68980917737657,10.4178885630499,21.6416876031181
912353209,"PPB37","Australia","Bassian","Victoria","RLS",-38.14,144.71,2020-02-03,2,100,308.0057,13,0.23845144740011,1.09810949637269,3.3,NA
912353210,"PPH-S2","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-04,4,9,950.7583,9,1,2.19722457733622,14.7222222222222,22.8784247794629
912353211,"PPH-S2","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-04,4.1,35,5615.9647,25,0.880185008685743,3.1293640643829,17.1428571428571,25.5874856638611
912353212,"PPH-S3","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-04,2,19,2376.3299,13,0.832614660337033,2.45158306052179,13.8157894736842,27.0187971375523
912353213,"PPH-S3","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-04,2.1,30,3722.3823,18,0.758776124360664,2.58074736744325,13.5,29.8654262352365
912353214,"PPH-S12","Australia","Bassian","Victoria","RLS",-38.28,144.7,2020-02-04,5,142,40437.5158,64,0.801678766038079,3.9729813202359,25.1418439716312,31.7075492431709
912353215,"PPH-S12","Australia","Bassian","Victoria","RLS",-38.28,144.7,2020-02-04,5.1,99,24715.5961,53,0.822387162711478,3.77896757587138,23.1666666666667,31.9429253721297
912353216,"PPH-S8","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-05,2.5,50,13116.6992,35,0.888339553862429,3.4752047713416,21.65,34.5327018706048
912353217,"PPH-S8","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-05,2.6,90,25071.5607,43,0.779988624825338,3.50980035673666,25.2247191011236,35.9015605478442
912353218,"PPH-S11","Australia","Bassian","Victoria","RLS",-38.29,144.63,2020-02-05,7,16,2855.8136,11,0.831954882778696,2.30666872540453,17.34375,21.52497934389
912353219,"PPH-S11","Australia","Bassian","Victoria","RLS",-38.29,144.63,2020-02-05,7.1,26,6863.7004,17,0.830172291998873,2.70478147052289,20.0961538461538,31.8431414561743
912353220,"PPH-S5","Australia","Bassian","Victoria","RLS",-38.28,144.66,2020-02-05,7,5,547.4973,5,1,1.6094379124341,18,27.7462500728314
912353221,"PPH-S5","Australia","Bassian","Victoria","RLS",-38.28,144.66,2020-02-05,7.1,13,2377.3375,10,0.875274697956622,2.24503527412618,18.2692307692308,21.2691587753106
912353222,"PPH-S4","Australia","Bassian","Victoria","RLS",-38.31,144.8,2020-02-05,5,91,14591.9537,42,0.801998417554297,3.61770218603627,16.4835164835165,22.8738919826754
912353223,"PPH-S4","Australia","Bassian","Victoria","RLS",-38.31,144.8,2020-02-05,5.1,77,14393.947,32,0.769433021351703,3.34226732990079,15.7142857142857,24.2989234467794
912353224,"PPH-S1","Australia","Bassian","Victoria","RLS",-38.32,144.72,2020-02-06,3,23,2162.3338,14,0.788546780518909,2.47248386930659,15,18.89281340374
912353225,"PPH-S1","Australia","Bassian","Victoria","RLS",-38.32,144.72,2020-02-06,3.1,21,1827.489,14,0.840035766327947,2.55750773907562,13.0952380952381,22.3790615155549
912353226,"PPH23","Australia","Bassian","Victoria","RLS",-38.31,144.71,2020-02-06,13,67,15148.7557,41,0.832592478679732,3.5007954500651,19.3283582089552,29.3740664456025
912353227,"PPB53","Australia","Bassian","Victoria","RLS",-38.36,144.77,2020-02-06,2.6,208,10745.3242,47,0.507582543766504,2.70924115594538,9.19471153846154,22.1190495350526
912353228,"PPH-S6","Australia","Bassian","Victoria","RLS",-38.28,144.63,2020-02-07,6,17,4339.5507,12,0.845224173069128,2.39470040585833,21.7647058823529,25.1910369430642
912353229,"PPH-S6","Australia","Bassian","Victoria","RLS",-38.28,144.63,2020-02-07,6.1,22,4708.449,16,0.869990693138632,2.68917816651814,18.75,25.8995059731984
912353230,"PPH40","Australia","Bassian","Victoria","RLS",-38.27,144.65,2020-02-07,6,16,1728.7231,15,0.96875,2.68594532466979,15.46875,20.8449587733281
912353231,"PPH-S17","Australia","Bassian","Victoria","RLS",-38.28,144.64,2020-02-07,8,60,14338.57,37,0.853915138958476,3.49622280579377,22.6666666666667,28.7230046999108
912353232,"PPH-S17","Australia","Bassian","Victoria","RLS",-38.28,144.64,2020-02-07,8.1,50,14262.6333,32,0.844523667841088,3.3037960172229,24.65,35.4972004363318
912353233,"PPH-S2","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-04,4.2,11,3360.9798,9,0.894885517702586,2.14584175259475,25,34.7236209214944
912353234,"PPH-S3","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-04,2.2,43,10809.8747,27,0.841342100586395,3.16445600606342,19.6511627906977,28.5646574145767
912353235,"PPH-S12","Australia","Bassian","Victoria","RLS",-38.28,144.7,2020-02-04,5.3,123,28031.6088,49,0.744251580353102,3.58147581143639,20.9146341463415,30.984929742955
912353236,"PPH-S12","Australia","Bassian","Victoria","RLS",-38.28,144.7,2020-02-04,5.2,135,42406.512,59,0.789002294815735,3.87027305688967,25.3518518518519,30.7554963787165
912353237,"PPH-S8","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-05,2.8,92,23836.9491,42,0.749645235158048,3.38973726117691,23.8586956521739,30.2442608941091
912353238,"PPH-S8","Australia","Bassian","Victoria","RLS",-38.3,144.66,2020-02-05,2.7,67,13592.2864,32,0.776359260655067,3.26435205327219,20.7575757575758,29.4222668638
912353239,"PPH-S11","Australia","Bassian","Victoria","RLS",-38.29,144.63,2020-02-05,7.3,134,61567.6022,42,0.671489886868095,3.28884989316709,29.384328358209,32.6845781197241
912353240,"PPH-S11","Australia","Bassian","Victoria","RLS",-38.29,144.63,2020-02-05,7.2,31,8615.8891,22,0.864859513405615,2.96991650271213,23.7096774193548,28.5530766058723
912353241,"PPH-S5","Australia","Bassian","Victoria","RLS",-38.28,144.66,2020-02-05,7.3,110,829.1785,8,0.100287023638528,0.471397185556658,14.25,15.7835255014451
912353242,"PPH-S5","Australia","Bassian","Victoria","RLS",-38.28,144.66,2020-02-05,7.2,16,5232.2837,14,0.925704882778696,2.56659891811451,26.09375,45.0589534642397
912353243,"PPH-S4","Australia","Bassian","Victoria","RLS",-38.31,144.8,2020-02-05,5.2,37,3978.0407,22,0.824775735310323,2.97819747654636,14.1891891891892,20.5805325219523
912353244,"PPH-S4","Australia","Bassian","Victoria","RLS",-38.31,144.8,2020-02-05,5.3,121,12625.8384,44,0.717790069180134,3.44237082749732,15.2892561983471,20.8470900435412
912353245,"PPH-S1","Australia","Bassian","Victoria","RLS",-38.32,144.72,2020-02-06,3.3,24,2824.41,17,0.865912321167269,2.75191596903112,16.0416666666667,23.6389592870723
912353246,"PPH-S1","Australia","Bassian","Victoria","RLS",-38.32,144.72,2020-02-06,3.2,24,2434.3776,15,0.811386248170887,2.57862917389114,15.1041666666667,24.7258492273343
912353247,"PPH23","Australia","Bassian","Victoria","RLS",-38.31,144.71,2020-02-06,13.1,103,17506.5868,49,0.777692465975276,3.6043938159834,19.1990291262136,26.4462175031172
912353248,"PPB53","Australia","Bassian","Victoria","RLS",-38.36,144.77,2020-02-06,2.5,121,5127.8905,23,0.521099672344782,2.49908488194467,9.6900826446281,17.6531889185231
912353249,"PPH-S6","Australia","Bassian","Victoria","RLS",-38.28,144.63,2020-02-07,6.3,18,9341.8677,11,0.760187533431869,2.19722457733622,28.3333333333333,33.6514790827106
912353250,"PPH-S6","Australia","Bassian","Victoria","RLS",-38.28,144.63,2020-02-07,6.2,16,4492.9556,10,0.756099367586925,2.09635257946414,21.25,24.7500808821703
912353251,"PPH40","Australia","Bassian","Victoria","RLS",-38.27,144.65,2020-02-07,6.1,22,6018.6919,14,0.821524595083655,2.53936739988158,22.375,28.5788531973202
912353252,"PPH-S17","Australia","Bassian","Victoria","RLS",-38.28,144.64,2020-02-07,8.3,96,25612.7233,46,0.789200297661168,3.60218495133563,22.5,30.678633917464
912353253,"PPH-S17","Australia","Bassian","Victoria","RLS",-38.28,144.64,2020-02-07,8.2,117,33414.1518,41,0.717293698415195,3.41587735418752,25.2350427350427,33.6123132040718
912353254,"SYD48","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.28,2020-01-04,3.5,511,47929.2289,75,0.56431012608575,3.51924650976519,12.1868884540117,30.1501847028463
912353255,"SYD34","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.28,2020-01-11,6,393,37667.1883,74,0.611358018423991,3.65213640675458,14.5737913486005,22.725213876662
912353256,"SYD35","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.28,2020-01-11,3,567,32776.5542,66,0.416671131265748,2.64184468371556,7.20458553791887,77.2449192737289
912353257,"SYD31","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.28,2020-01-25,6,244,11774.7411,85,0.728359802726726,4.00391636413018,10.3483606557377,17.5339411709018
912353258,"SYD9","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.85,151.26,2020-02-01,3,292,9593.8438,48,0.529834758336377,3.00774147895993,8.52739726027397,16.2623712145491
912353259,"SYD28","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.85,151.27,2020-02-01,5,91,4338.194,32,0.647481572944621,2.92069840861173,9.23076923076923,18.0674191264844
912353260,"SYD28","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.85,151.27,2020-02-01,4,43,1749.9712,13,0.57331573299157,2.15635520125683,11.1046511627907,17.2051167184923
912353261,"SYD9","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.85,151.26,2020-02-01,3.5,187,16059.2353,50,0.636202989121172,3.32804693846041,14.2780748663102,22.1861007603519
912353262,"SYD31","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.28,2020-01-25,3,422,20676.62,57,0.534333328768411,3.23004781187159,10.5272511848341,18.1833352960977
912353263,"SYD31","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.28,2020-01-25,7,212,15940.9899,57,0.661034479525871,3.54088822011324,13.8325471698113,15.9195953853531
912353264,"SYD34","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.28,2020-01-11,5,404,4327.4651,63,0.57540915691746,3.45326907523952,6.49752475247525,11.3472626850301
912353265,"SYD49","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.27,2020-01-04,5,723,10123.8211,50,0.39937070096544,2.62922075579589,6.62863070539419,15.3092405001112
912353266,"SYD48","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.28,2020-01-04,5,833,29419.4985,68,0.400847886448416,2.69571552175707,9.97599039615846,18.1585493716013
912353267,"SYD50","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-11-16,6,508,58059.8314,77,0.440053565604484,2.7417455764395,9.32086614173228,75.4794417858058
912353268,"SYD30","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.25,2019-11-23,3,298,13105.286,35,0.558944415225215,3.18435858729814,8.6996644295302,17.3010733226272
912353269,"SYD52","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-11-16,3,1541,69503.3018,28,0.279669000279525,2.05282271409891,9.17099286177807,34.3361488763114
912353270,"SYD52","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-11-16,7,1935,18220.7636,88,0.363298910260734,2.74939623756799,5.75193798449612,12.8993479861623
912353271,"SYD52","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-11-16,6,828,26647.8908,76,0.41083048813629,2.76037545401025,8.23067632850242,26.7165972663022
912353272,"SYD50","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-11-16,5,600,18189.8287,49,0.370119351707032,2.36762745690409,7.56666666666667,55.7639523427728
912353273,"SYD30","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.25,2019-11-23,2,486,10080.6711,33,0.467698237270495,2.89327886878579,7.88065843621399,12.8166422868414
912353276,"TAS406","Australia","Bassian","Tasmania","ATRC",-43.14,147.97,2019-12-12,6.1,13,500.693,3,0.308102756795439,0.79026796807459,10.1923076923077,16.7595727321932
912353277,"TAS409","Australia","Bassian","Tasmania","ATRC",-41.25,148.34,2019-03-14,15.1,109,6378.9448,30,0.642741003408854,3.01532164516396,9.44954128440367,17.3256172008261
912353278,"TAS408","Australia","Bassian","Tasmania","ATRC",-41.25,148.34,2019-03-14,10.1,29,6362.0213,22,0.900625667088066,3.03267305316443,21.9827586206897,33.316100222739
912353279,"TAS411","Australia","Bassian","Tasmania","ATRC",-41.21,148.29,2019-03-14,15.1,159,7332.7299,37,0.586757912382142,2.97421964775981,9.27672955974843,20.1435553694675
912353280,"TAS410","Australia","Bassian","Tasmania","ATRC",-41.21,148.29,2019-03-14,10.1,34,6113.7599,21,0.761702084036062,2.68603616066263,17.3529411764706,29.554557008364
912353281,"TAS407","Australia","Bassian","Tasmania","ATRC",-41.34,148.34,2019-04-10,18.1,274,17189.5728,35,0.488557049854325,2.74233330811135,11.9160583941606,15.1491692248454
912353282,"TAS412","Australia","Bassian","Tasmania","ATRC",-41.34,148.34,2019-04-10,10.1,767,115005.4064,26,0.223878843560304,1.48711226345469,21.3624511082138,24.5099450233324
912353283,"TAS412","Australia","Bassian","Tasmania","ATRC",-41.34,148.34,2019-04-09,10.1,50,6095.43,11,0.441238386081379,1.72613471722834,17.7,19.4093226400763
912353284,"PPB49","Australia","Bassian","Victoria","RLS",-37.92,144.98,2019-11-24,3.5,3,2.8197,3,1,1.09861228866811,3.33333333333333,4.51519665212611
912353285,"PPB49","Australia","Bassian","Victoria","RLS",-37.92,144.98,2019-11-24,2.5,3,1.847,2,0.579380164285695,0.636514168294813,3.33333333333333,4.35435841905793
912353286,"PPB50","Australia","Bassian","Victoria","RLS",-37.91,144.98,2019-11-24,2.8,4,235.8814,4,1,1.38629436111989,11.25,13.5641470671278
912353287,"PPB10","Australia","Bassian","Victoria","RLS",-37.9,144.98,2019-11-24,2.4,8,458.5432,5,0.718546354076522,1.49417513828931,11.5625,12.8670341202312
912353288,"PPB12","Australia","Bassian","Victoria","RLS",-38.16,145.09,2019-11-25,1.5,15,250.3464,3,0.231792326797216,0.62770525719715,6.66666666666667,13.0693111624533
912353289,"PPB48","Australia","Bassian","Victoria","RLS",-38.23,145.03,2019-11-25,3,4135,11021.4725,33,0.157855279645101,1.31449921047285,5.65538089480048,7.43538011821923
912353290,"PPB63","Australia","Bassian","Victoria","RLS",-38.21,145.03,2019-11-25,2.5,825,2674.981,15,0.124643228247656,0.83702706419343,5.33333333333333,12.294167229599
912353291,"PPB16","Australia","Bassian","Victoria","RLS",-38.11,144.66,2019-11-26,2,3,176.1278,3,1,1.09861228866811,11.6666666666667,24.6723969753781
912353292,"PPB26","Australia","Bassian","Victoria","RLS",-38.13,144.71,2019-11-26,2,18,256.9367,8,0.660135440811905,1.90803683450907,7.22222222222222,12.3214550509912
912353293,"PPB50","Australia","Bassian","Victoria","RLS",-37.91,144.98,2019-11-24,2.5,4,339.4126,3,0.75,1.03972077083992,15.625,35.8735150079873
912353303,"TAS58","Australia","Bassian","Tasmania","RLS",-42.84,147.92,2020-02-22,10,285,13222.6216,33,0.386119095395727,2.18253400901947,8.97368421052632,33.9497907699333
912353304,"TAS413","Australia","Bassian","Tasmania","RLS",-42.87,147.95,2020-02-22,10,10,3857.3298,10,1,2.30258509299405,25.25,37.7670483996468
912353306,"LHI16","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.54,159.05,2020-02-10,14,290,18761.0544,56,0.618495229836718,3.50679430460566,12.198275862069,15.8472972473232
912353307,"LHI31","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.76,159.24,2020-02-28,18,2456,63376.0567,86,0.376888644475349,2.94210178861429,7.56209283387622,23.4733884247803
912353308,"LHI13","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.57,159.07,2020-02-10,8,348,10232.6472,55,0.568339068748181,3.32603530748082,9.30316091954023,17.0104794583361
912353309,"LHI32","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.75,159.24,2020-02-28,20,1516,24585.5608,69,0.452289189513112,3.312489390919,7.02836411609499,19.6184415386612
912353310,"LHI14","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.56,159.07,2020-02-11,7,245,63400.4987,52,0.555620187610944,3.05661011903911,25.765306122449,36.7688260589345
912353311,"LHI15","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.56,159.07,2020-02-11,5.5,150,18222.7403,49,0.701726695334249,3.51609654645132,15.2833333333333,35.3998443636932
912353312,"LHI39","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.53,159.05,2020-02-12,10,475,87161.2748,88,0.650862897579242,4.01147293204702,15.9526315789474,NA
